@relation training_data

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute emotion {positive,neutral,negative}

@data
0,-0.192837,-1,-0.192837,2,0,2,0,2,0,0,5,positive
0,0,-1,-1,1,0,1,0,0,1,0,12,positive
0,0,-1,-1,1,0,1,0,0,1,0,5,positive
0.717097,-0.02549,0.358548,-0.02549,4,0,2,0,0,0,0,6,positive
0.083333,0,0.083333,-1,0,0,0,0,2,1,0,5,positive
0.457483,-0.298217,0.228741,-0.149109,2,0,2,0,0,0,0,6,positive
2.212273,-0.174902,0.553068,-0.174902,7,0,1,0,6,0,0,5,positive
0,-0.192837,-1,-0.192837,0,0,0,0,0,1,0,8,positive
0,0,-1,-1,1,-1,1,-1,0,3,0,6,positive
0,-0.476664,-1,-0.238332,1,0,1,0,0,2,0,9,positive
0,0,-1,-1,1,0,1,0,2,0,0,3,negative
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.637372,0,0.318686,-1,2,0,2,0,4,0,0,0,positive
0.273845,0,0.273845,-1,2,0,1,0,0,0,0,2,positive
0,0,-1,-1,3,0,3,0,0,0,0,5,positive
0.221188,-0.125,0.110594,-0.125,2,0,2,0,0,0,0,4,positive
0.36348,-0.111903,0.36348,-0.037301,0,0,0,0,0,0,0,3,positive
0.031722,0,0.031722,-1,1,0,1,0,1,0,0,3,positive
0.24829,-0.192837,0.082763,-0.192837,7,0,1,0,0,0,0,27,positive
0.695,0,0.695,-1,1,0,1,0,0,0,0,18,positive
0.432219,-0.963586,0.144073,-0.240896,1,-1,1,-1,4,0,0,6,positive
0.633763,-0.679245,0.633763,-0.226415,1,0,1,0,0,1,0,9,neutral
0,0,-1,-1,4,0,2,0,0,1,0,1,positive
0.127412,-0.192837,0.127412,-0.192837,0,0,0,0,0,0,0,8,positive
0,0,-1,-1,0,0,0,0,0,1,0,8,positive
0.186628,0,0.093314,-1,1,0,1,0,0,1,0,6,positive
0.875,-0.27212,0.4375,-0.27212,2,0,1,0,0,1,0,5,positive
0,-0.5,-1,-0.5,0,0,0,0,0,0,0,4,positive
0.039997,-0.289367,0.019998,-0.144683,0,0,0,0,0,0,0,0,positive
0.61,0,0.61,-1,3,0,1,0,0,2,0,9,negative
0.273845,0,0.273845,-1,2,0,1,0,0,1,0,4,positive
0.904276,-0.666667,0.150713,-0.666667,0,-2,0,-1,0,2,0,8,negative
0,0,-1,-1,3,0,1,0,0,1,0,10,positive
0.012624,-0.869398,0.012624,-0.289799,0,-4,0,-2,1,0,0,6,positive
0.76146,0,0.38073,-1,2,0,2,0,0,0,0,3,positive
0.399562,0,0.133187,-1,4,0,2,0,0,0,0,5,positive
0,0,-1,-1,0,0,0,0,10,0,0,5,positive
0.126478,0,0.126478,-1,0,0,0,0,0,0,0,5,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.75,-0.192837,0.75,-0.192837,2,0,1,0,0,0,0,4,positive
0.749745,-0.114796,0.374872,-0.114796,2,0,1,0,0,0,0,5,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.063784,-0.282847,0.063784,-0.282847,0,0,0,0,8,1,0,4,positive
0,0,-1,-1,0,-1,0,-1,0,1,0,7,positive
0.017071,-0.015142,0.017071,-0.015142,0,0,0,0,0,1,0,14,positive
0,-0.319245,-1,-0.079811,1,0,1,0,2,2,0,8,positive
0,0,-1,-1,0,0,0,0,0,0,0,6,positive
0,0,-1,-1,1,0,1,0,0,1,0,4,positive
0,-0.02549,-1,-0.02549,0,-2,0,-2,0,0,0,14,negative
0.87264,-0.192837,0.29088,-0.192837,1,0,1,0,0,0,0,5,positive
0.068182,0,0.068182,-1,1,0,1,0,0,0,0,5,positive
0.75,0,0.75,-1,1,0,1,0,2,0,0,8,positive
0.301217,0,0.150609,-1,3,0,1,0,0,0,0,6,positive
0.736478,-0.333395,0.368239,-0.333395,2,0,2,0,2,0,0,4,negative
0,0,-1,-1,1,0,1,0,2,0,0,4,positive
0.113636,0,0.113636,-1,1,0,1,0,0,0,0,5,positive
0,0,-1,-1,0,0,0,0,0,0,0,6,positive
0,-0.08,-1,-0.08,1,0,1,0,0,0,0,1,positive
0,0,-1,-1,0,0,0,0,0,0,0,5,positive
0.031722,-0.06049,0.031722,-0.030245,1,0,1,0,0,0,0,5,positive
0.333333,0,0.333333,-1,1,0,1,0,0,0,0,5,positive
0,-0.192837,-1,-0.192837,0,0,0,0,0,1,0,15,positive
0.134198,0,0.044733,-1,0,0,0,0,0,2,0,9,positive
0,0,-1,-1,1,0,1,0,4,0,0,4,positive
0,-0.192837,-1,-0.192837,1,0,1,0,0,1,0,4,positive
0,-0.192837,-1,-0.192837,2,0,2,0,6,1,1,6,positive
0.027372,0,0.027372,-1,0,0,0,0,0,0,0,6,positive
0.61,0,0.61,-1,2,0,2,0,0,0,0,7,positive
0.125,-0.317837,0.125,-0.158919,0,-2,0,-2,0,0,0,8,positive
0.125,-0.007103,0.125,-0.003551,0,-1,0,-1,0,0,0,4,positive
0,0,-1,-1,3,0,1,0,0,0,0,4,positive
0.859489,-0.069039,0.429745,-0.034519,3,0,1,0,0,0,0,6,positive
0.291667,-0.27212,0.291667,-0.27212,2,0,2,0,2,0,0,3,positive
0.01607,0,0.01607,-1,0,0,0,0,0,0,0,5,positive
0.050208,-0.192837,0.050208,-0.192837,0,0,0,0,0,0,0,8,positive
0.083333,-0.272727,0.083333,-0.272727,2,0,2,0,0,0,0,7,positive
0.61,-0.27212,0.61,-0.27212,2,0,2,0,0,0,0,1,positive
0,-0.09,-1,-0.03,1,0,1,0,0,4,0,6,positive
0.027372,0,0.027372,-1,1,0,1,0,0,0,0,6,positive
0.037935,-0.474489,0.037935,-0.158163,0,0,0,0,8,0,0,4,positive
0.315,-0.014226,0.315,-0.014226,0,0,0,0,0,0,0,4,positive
0.534672,0,0.267336,-1,2,0,1,0,0,1,0,2,positive
0,-0.476062,-1,-0.158687,0,-1,0,-1,2,0,0,5,positive
0.211444,0,0.105722,-1,0,0,0,0,0,0,0,4,neutral
0.03,-0.192837,0.03,-0.192837,0,0,0,0,0,0,0,12,positive
0,-1.051619,-1,-0.35054,1,-2,1,-2,0,0,0,4,positive
0.61,0,0.61,-1,2,0,2,0,2,0,0,4,positive
0.083333,0,0.083333,-1,0,0,0,0,18,0,0,12,positive
0.0271,-0.192837,0.0271,-0.192837,0,0,0,0,2,0,0,9,positive
0.333333,0,0.333333,-1,1,0,1,0,6,0,0,4,positive
0,0,-1,-1,3,0,1,0,0,0,0,5,positive
0.5,-0.03214,0.5,-0.03214,3,0,1,0,0,0,0,7,positive
0.424529,-0.379185,0.106132,-0.189593,1,0,1,0,0,0,0,5,positive
0.647935,-0.385675,0.323968,-0.192837,3,-2,1,-2,4,0,0,4,positive
0.037935,0,0.037935,-1,0,0,0,0,0,0,0,7,positive
0.375,-0.192837,0.375,-0.192837,0,0,0,0,0,0,0,7,positive
0.212121,0,0.106061,-1,0,0,0,0,0,0,0,3,positive
0.833333,-0.252837,0.416667,-0.126419,2,0,2,0,2,0,0,12,positive
0.125,0,0.125,-1,0,0,0,0,0,0,0,4,positive
0.5,0,0.5,-1,0,0,0,0,0,0,0,3,positive
0,-0.11,-1,-0.11,0,0,0,0,0,0,0,0,positive
0,0,-1,-1,1,0,1,0,0,1,0,4,positive
0.164307,0,0.082153,-1,1,-2,1,-1,0,0,0,20,positive
0.272727,0,0.272727,-1,1,0,1,0,0,0,0,4,positive
0.695,0,0.695,-1,1,0,1,0,2,0,0,3,positive
1.039694,0,0.259924,-1,3,0,1,0,4,0,0,6,positive
0,0,-1,-1,2,0,1,0,0,3,0,22,positive
0.037935,0,0.037935,-1,2,0,1,0,0,1,0,7,positive
0.018248,0,0.018248,-1,1,0,1,0,0,0,0,8,positive
0.039307,0,0.039307,-1,1,0,1,0,0,1,0,11,positive
0.125,0,0.125,-1,1,0,1,0,0,1,0,4,positive
0,0,-1,-1,0,0,0,0,0,0,0,6,negative
0,-0.041667,-1,-0.041667,0,0,0,0,0,0,0,8,positive
0.438657,-0.042159,0.146219,-0.042159,0,0,0,0,0,1,0,8,positive
0,0,-1,-1,0,0,0,0,0,0,0,5,positive
0.708333,0,0.708333,-1,2,0,2,0,0,0,0,4,positive
0.02897,0,0.014485,-1,0,0,0,0,0,0,0,8,positive
0.876478,-0.03214,0.438239,-0.03214,3,0,1,0,4,2,0,6,neutral
0,-0.072314,-1,-0.072314,0,-1,0,-1,11,0,0,12,positive
0.583333,-0.563787,0.583333,-0.281893,1,0,1,0,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,0,0,0,4,positive
0.037935,-0.192837,0.037935,-0.192837,0,0,0,0,0,0,0,4,positive
0,-0.118264,-1,-0.118264,0,0,0,0,0,0,0,5,positive
0,-0.093866,-1,-0.046933,2,0,1,0,2,0,0,4,positive
0,0,-1,-1,1,0,1,0,2,0,0,6,positive
0.081845,-0.192837,0.040922,-0.192837,1,0,1,0,0,1,0,9,positive
0,-0.192837,-1,-0.192837,0,0,0,0,0,1,0,5,positive
0,0,-1,-1,1,0,1,0,0,1,0,7,positive
1.027398,-0.210262,0.256849,-0.105131,1,-1,1,-1,4,0,0,3,positive
0.020626,-0.024548,0.020626,-0.024548,0,-1,0,-1,0,1,0,8,positive
0.113636,-0.27212,0.113636,-0.27212,1,0,1,0,4,0,0,0,positive
0,0,-1,-1,0,0,0,0,0,0,0,9,positive
0,0,-1,-1,0,0,0,0,0,0,0,4,positive
0.129314,0,0.064657,-1,1,0,1,0,0,0,0,8,positive
0.015306,0,0.015306,-1,0,0,0,0,0,0,0,5,positive
0.120919,-0.091241,0.120919,-0.091241,2,-1,2,-1,0,0,0,14,negative
0.037935,-0.019185,0.037935,-0.019185,0,0,0,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,1,0,20,positive
0,-0.027254,-1,-0.013627,0,0,0,0,0,0,0,9,positive
0.90051,-0.580675,0.450255,-0.145169,0,0,0,0,0,0,0,8,positive
0.5,-0.003192,0.5,-0.003192,2,0,1,0,0,0,0,11,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0,-1.14712,-1,-0.57356,0,0,0,0,0,1,0,4,positive
0,0,-1,-1,1,0,1,0,2,0,0,4,positive
0.61,0,0.61,-1,3,0,1,0,0,1,0,8,positive
0.662935,0,0.220978,-1,3,-1,1,-1,0,0,0,8,positive
0,0,-1,-1,3,0,1,0,2,0,0,11,positive
0.125,0,0.125,-1,2,0,2,0,0,1,0,8,positive
0,-0.03214,-1,-0.03214,1,0,1,0,0,0,0,4,positive
1.495462,-0.192837,0.498487,-0.192837,2,0,1,0,4,1,0,4,positive
0.725,0,0.3625,-1,1,0,1,0,0,0,0,13,positive
0,0,-1,-1,0,0,0,0,0,0,0,4,positive
0.027372,0,0.027372,-1,1,0,1,0,4,0,0,3,positive
0.75,0,0.75,-1,3,0,1,0,4,0,0,4,positive
0.75,0,0.75,-1,1,0,1,0,0,1,0,5,positive
0,0,-1,-1,0,0,0,0,0,0,0,17,positive
0,-0.707837,-1,-0.353919,0,-2,0,-2,0,0,0,3,positive
0.175182,-0.192837,0.175182,-0.192837,0,0,0,0,0,0,0,3,positive
0,-0.119319,-1,-0.119319,0,0,0,0,0,0,0,12,neutral
0.037935,0,0.037935,-1,0,0,0,0,0,0,0,14,positive
0.080757,-0.456062,0.026919,-0.152021,1,-1,1,-1,0,1,0,6,positive
0.037935,-0.192837,0.037935,-0.192837,0,0,0,0,0,0,0,8,positive
2.03781,0,0.67927,-1,2,0,1,0,6,0,0,5,positive
1.31095,-0.174902,0.436983,-0.174902,0,0,0,0,0,0,0,4,positive
0.37415,-0.25,0.37415,-0.25,3,0,1,0,4,1,0,8,positive
0.166667,-0.174902,0.166667,-0.174902,1,0,1,0,0,0,0,4,positive
0.037935,-0.385675,0.037935,-0.192837,1,0,1,0,0,1,0,11,positive
0,0,-1,-1,1,0,1,0,0,6,0,28,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
1.106061,-0.317837,0.276515,-0.105946,2,0,1,0,0,1,0,10,positive
0.740455,0,0.370227,-1,1,0,1,0,0,0,0,10,positive
0.291015,0,0.145507,-1,1,0,1,0,0,1,0,6,positive
0,-0.10916,-1,-0.05458,0,0,0,0,1,0,0,4,negative
0.050208,-0.02549,0.050208,-0.02549,0,0,0,0,0,0,0,4,positive
0.105,0,0.105,-1,0,0,0,0,4,0,0,5,positive
0.312963,-0.393333,0.104321,-0.196667,4,-1,2,-1,0,0,0,5,positive
0.050208,0,0.050208,-1,0,0,0,0,1,0,0,7,positive
0,-0.073144,-1,-0.073144,0,0,0,0,4,0,0,3,positive
0,0,-1,-1,1,0,1,0,0,1,0,4,positive
0,0,-1,-1,0,0,0,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,2,0,4,positive
0.487801,-0.192837,0.0813,-0.192837,5,0,1,0,0,4,0,8,positive
0,-0.27212,-1,-0.27212,1,0,1,0,5,1,0,5,positive
0,-0.27212,-1,-0.27212,1,0,1,0,0,1,0,5,positive
0.160569,0,0.080285,-1,0,0,0,0,0,0,0,5,positive
0.125,-0.27212,0.125,-0.27212,1,0,1,0,0,0,0,5,positive
0,0,-1,-1,1,0,1,0,0,4,0,4,positive
0.361408,0,0.361408,-1,2,0,2,0,0,0,0,15,positive
0.583333,0,0.583333,-1,2,0,1,0,0,0,0,5,positive
0.75,-0.374365,0.75,-0.124788,1,0,1,0,0,0,0,4,positive
0.039388,-0.192837,0.019694,-0.192837,0,0,0,0,0,0,0,9,positive
0.625,0,0.3125,-1,2,0,2,0,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,0,0,0,5,positive
0,-0.389902,-1,-0.194951,0,0,0,0,0,1,0,3,positive
0.75,-0.192837,0.75,-0.192837,2,0,1,0,0,3,0,7,positive
1.161496,0,0.580748,-1,6,0,1,0,0,2,0,5,positive
0.708333,0,0.708333,-1,2,-1,2,-1,0,0,0,9,positive
0,0,-1,-1,1,0,1,0,6,0,0,10,positive
0.037935,-0.313787,0.037935,-0.156893,2,0,2,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0,-0.389902,-1,-0.194951,1,-1,1,-1,0,2,0,4,positive
0.859489,-0.083333,0.429745,-0.083333,2,0,1,0,0,0,0,6,positive
0.61,0,0.61,-1,2,0,2,0,0,2,0,3,positive
0,-0.36,-1,-0.36,0,0,0,0,0,1,0,8,positive
0.75,0,0.75,-1,3,0,1,0,0,0,0,9,positive
0,0,-1,-1,0,0,0,0,0,0,0,9,positive
0.037935,-0.5,0.037935,-0.5,2,0,2,0,0,1,0,10,neutral
0.75,-0.207063,0.75,-0.103532,3,0,1,0,3,2,0,9,positive
0.024314,-0.02551,0.024314,-0.02551,1,0,1,0,0,0,0,11,positive
0.001812,-0.625,0.001812,-0.625,0,0,0,0,0,0,0,17,positive
0.61,0,0.61,-1,2,0,2,0,0,0,0,6,positive
0,-0.192837,-1,-0.192837,1,0,1,0,0,0,0,4,positive
0.426376,-0.02549,0.213188,-0.02549,3,0,1,0,0,0,0,4,negative
0.105,0,0.105,-1,1,0,1,0,4,0,0,4,positive
0.018937,0,0.018937,-1,1,0,1,0,4,0,0,2,positive
0.044834,0,0.022417,-1,1,0,1,0,4,1,0,7,positive
0.291667,-0.27212,0.291667,-0.27212,3,0,1,0,0,0,0,4,positive
0.739282,-0.455112,0.246427,-0.113778,1,0,1,0,0,0,0,5,positive
0.166667,-0.083942,0.166667,-0.083942,1,-1,1,-1,0,0,0,4,positive
0.080349,0,0.080349,-1,0,-1,0,-1,2,0,0,3,positive
0,0,-1,-1,0,0,0,0,0,0,0,3,positive
0.75,0,0.75,-1,2,0,1,0,0,1,0,6,positive
0.105,0,0.105,-1,0,0,0,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,0,0,6,positive
0,-0.209332,-1,-0.069777,0,0,0,0,0,0,0,4,positive
0,-0.659091,-1,-0.659091,0,-2,0,-2,0,2,0,13,negative
0.505266,-0.27212,0.168422,-0.27212,2,-1,1,-1,0,1,0,14,positive
0,0,-1,-1,2,0,2,0,0,1,0,11,positive
0.61,0,0.61,-1,2,0,2,0,2,0,0,4,positive
0,-0.019185,-1,-0.019185,0,0,0,0,0,0,0,6,positive
0,0,-1,-1,1,0,1,0,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,2,0,0,5,positive
0.120919,-0.195255,0.120919,-0.195255,0,-1,0,-1,0,0,0,6,positive
0.166667,0,0.166667,-1,1,0,1,0,0,0,0,4,positive
0.875,-0.215,0.875,-0.215,2,0,2,0,0,1,0,9,positive
0,0,-1,-1,3,0,3,0,0,1,0,5,positive
0.134262,-0.001974,0.067131,-0.001974,1,0,1,0,0,0,0,3,positive
0.037935,-0.192837,0.037935,-0.192837,1,0,1,0,0,0,0,4,positive
0.772229,0,0.25741,-1,2,0,1,0,4,0,0,3,positive
0.37415,-0.00365,0.37415,-0.00365,2,-1,2,-1,4,0,0,4,positive
0.5,0,0.5,-1,3,0,3,0,0,0,0,10,positive
0.770626,0,0.385313,-1,3,0,1,0,0,1,0,5,neutral
0.695,0,0.695,-1,1,0,1,0,0,0,0,3,positive
0.27551,-0.184396,0.091837,-0.046099,3,0,1,0,0,2,0,5,positive
0,0,-1,-1,1,0,1,0,4,2,0,5,positive
0,0,-1,-1,1,0,1,0,0,0,0,7,positive
0,-0.442837,-1,-0.221419,0,0,0,0,0,1,0,18,positive
0.37415,0,0.37415,-1,2,0,2,0,18,0,0,5,positive
0.157105,0,0.157105,-1,2,0,1,0,0,1,0,8,negative
0,0,-1,-1,0,0,0,0,0,0,0,5,positive
0.105,0,0.105,-1,0,0,0,0,0,0,0,4,positive
0.291667,0,0.291667,-1,0,0,0,0,0,1,0,4,positive
0,0,-1,-1,2,0,2,0,0,1,0,6,positive
0.166667,0,0.166667,-1,2,0,1,0,2,0,0,4,positive
0,0,-1,-1,0,0,0,0,0,1,0,6,positive
0,0,-1,-1,1,0,1,0,0,1,0,5,positive
0.898796,0,0.299599,-1,2,0,1,0,0,0,0,5,positive
1.177377,0,0.235475,-1,2,0,1,0,1,0,0,9,positive
0.175865,0,0.087933,-1,3,0,1,0,0,0,0,4,positive
0.49415,-0.295455,0.247075,-0.295455,3,0,1,0,0,0,0,4,positive
0.091876,0,0.045938,-1,3,0,3,0,0,1,0,9,positive
0,-0.207063,-1,-0.103532,0,-2,0,-2,0,0,0,6,positive
1.437408,-0.493028,0.239568,-0.123257,3,0,1,0,0,0,0,4,positive
0,0,-1,-1,0,0,0,0,0,0,0,9,positive
0,-0.276171,-1,-0.138085,0,0,0,0,0,0,0,6,positive
0,0,-1,-1,1,0,1,0,4,0,0,4,positive
0.019353,0,0.019353,-1,0,0,0,0,0,0,0,4,positive
0.168367,0,0.168367,-1,1,0,1,0,0,0,0,4,positive
0.15146,-0.174902,0.15146,-0.174902,0,0,0,0,4,0,0,4,positive
0,-0.090909,-1,-0.090909,1,0,1,0,0,0,0,8,positive
0,0,-1,-1,2,0,2,0,8,2,0,6,neutral
0,0,-1,-1,1,0,1,0,0,0,0,6,positive
0.125,-0.045455,0.125,-0.045455,1,0,1,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,1,0,6,positive
0.008543,0,0.008543,-1,0,0,0,0,0,0,0,4,positive
1.159951,0,0.38665,-1,1,0,1,0,2,0,0,7,positive
0.75,0,0.75,-1,2,0,1,0,4,0,0,4,positive
0.37415,0,0.37415,-1,3,0,1,0,2,1,0,6,positive
0.59735,0,0.298675,-1,0,0,0,0,0,0,0,10,positive
0,0,-1,-1,1,0,1,0,2,1,0,4,positive
0.096754,0,0.032251,-1,1,0,1,0,0,2,0,15,positive
0,0,-1,-1,1,0,1,0,0,0,0,5,positive
1.554489,0,0.518163,-1,3,0,1,0,4,0,0,0,positive
0.37415,0,0.37415,-1,2,0,2,0,0,0,0,5,positive
0.380474,0,0.380474,-1,1,0,1,0,0,0,0,5,positive
0,0,-1,-1,0,0,0,0,0,0,0,3,positive
0.707092,-0.247347,0.353546,-0.123673,1,-1,1,-1,0,0,0,3,positive
0.92742,0,0.30914,-1,3,0,1,0,0,1,0,4,positive
0,0,-1,-1,0,0,0,0,2,0,0,5,positive
0.76146,0,0.38073,-1,3,0,1,0,4,0,0,3,positive
0.61,0,0.61,-1,2,0,2,0,1,0,0,6,negative
0.251478,0,0.125739,-1,0,0,0,0,0,0,0,4,positive
0.695,-1.168279,0.695,-0.233656,1,0,1,0,0,0,0,0,positive
0,0,-1,-1,0,0,0,0,0,0,0,6,positive
0.416667,0,0.416667,-1,3,0,1,0,6,3,0,6,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.045455,-0.192837,0.045455,-0.192837,2,0,1,0,8,0,0,7,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.082191,0,0.041096,-1,0,0,0,0,0,0,0,5,positive
0.066797,-0.046667,0.033398,-0.023333,0,-1,0,-1,0,2,0,4,positive
0.476339,0,0.23817,-1,2,-1,2,-1,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,0,0,0,5,negative
0,0,-1,-1,1,0,1,0,0,0,0,7,positive
0.105,-0.192837,0.105,-0.192837,0,0,0,0,0,0,0,4,positive
0.068182,0,0.068182,-1,2,0,1,0,0,1,0,6,positive
0,0,-1,-1,0,0,0,0,0,3,0,4,positive
0,0,-1,-1,0,0,0,0,0,1,0,3,positive
0.040921,0,0.02046,-1,1,0,1,0,0,1,0,4,negative
0.090909,0,0.090909,-1,0,0,0,0,0,0,0,8,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.046772,0,0.023386,-1,0,0,0,0,0,0,0,6,positive
0.268386,0,0.089462,-1,1,0,1,0,4,0,0,4,positive
0,0,-1,-1,0,0,0,0,0,0,0,5,positive
0.715626,0,0.357813,-1,3,0,1,0,2,0,0,5,positive
0.083333,0,0.083333,-1,1,0,1,0,6,1,0,8,positive
0.120919,0,0.120919,-1,1,0,1,0,0,0,0,4,neutral
0,0,-1,-1,4,0,2,0,0,8,0,40,positive
0,0,-1,-1,1,0,1,0,2,0,0,5,positive
0.099761,-0.39351,0.04988,-0.196755,1,0,1,0,1,1,0,5,positive
0,-0.045878,-1,-0.045878,4,0,2,0,0,2,0,9,positive
0.877412,0,0.438706,-1,0,0,0,0,0,0,0,9,positive
0.003685,0,0.003685,-1,1,0,1,0,0,0,0,2,positive
0.75,-0.060262,0.75,-0.060262,2,0,1,0,0,2,0,18,positive
0.425305,-0.313787,0.212652,-0.156893,4,0,1,0,0,5,0,6,positive
0,0,-1,-1,1,0,1,0,0,0,0,5,positive
0.027372,0,0.027372,-1,0,0,0,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,1,0,6,positive
1.015,0,0.5075,-1,1,0,1,0,0,2,0,29,positive
0.452871,-0.817837,0.075478,-0.408919,2,0,2,0,0,1,0,5,positive
0.037935,-0.192837,0.037935,-0.192837,1,-1,1,-1,0,0,0,4,positive
0.875,0,0.875,-1,0,0,0,0,4,0,0,10,positive
0,-0.01607,-1,-0.01607,0,0,0,0,0,1,0,8,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.027372,-0.174902,0.027372,-0.174902,2,0,1,0,4,0,0,4,negative
0,-0.022727,-1,-0.022727,0,0,0,0,0,1,0,11,positive
0,0,-1,-1,1,0,1,0,0,1,0,10,positive
0.105,0,0.105,-1,2,0,2,0,0,2,0,4,positive
0.101129,0,0.050564,-1,0,0,0,0,0,0,0,7,positive
0,0,-1,-1,1,0,1,0,0,1,0,7,positive
0.037935,0,0.037935,-1,1,0,1,0,0,1,0,19,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0.006899,0,0.006899,-1,0,0,0,0,0,0,0,6,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0,0,-1,-1,2,0,1,0,0,1,0,10,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,3,0,5,positive
0,0,-1,-1,0,0,0,0,0,0,0,17,positive
0.175208,-0.202702,0.087604,-0.067567,0,0,0,0,0,1,0,8,positive
0.083333,-0.261019,0.083333,-0.13051,1,0,1,0,0,0,0,7,positive
0,-0.174902,-1,-0.174902,0,0,0,0,4,0,0,5,positive
0,0,-1,-1,0,0,0,0,4,0,0,5,negative
0.022484,0,0.011242,-1,0,0,0,0,0,2,0,7,positive
0.125,0,0.125,-1,0,0,0,0,0,0,0,7,positive
0.909697,-0.192837,0.303232,-0.192837,2,0,1,0,0,0,0,5,positive
1.434245,-0.174902,0.358561,-0.174902,2,0,1,0,0,0,0,8,positive
0.050208,-0.208168,0.050208,-0.104084,0,0,0,0,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,0,1,0,4,positive
0.037935,0,0.037935,-1,0,0,0,0,6,1,0,4,positive
0,0,-1,-1,1,0,1,0,0,0,0,5,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,2,0,0,5,positive
1.173152,-0.35,0.293288,-0.35,3,-1,1,-1,4,0,0,2,positive
0,-0.014226,-1,-0.014226,0,0,0,0,2,0,0,6,positive
0.61,-0.192837,0.61,-0.192837,2,0,2,0,0,2,0,4,positive
0.083333,-0.192837,0.083333,-0.192837,1,0,1,0,0,0,0,5,positive
0.75,0,0.75,-1,3,0,1,0,0,1,0,4,positive
0.008543,0,0.008543,-1,0,0,0,0,0,0,0,6,positive
0.61,0,0.61,-1,2,0,2,0,0,0,0,6,positive
0.027372,0,0.027372,-1,0,0,0,0,0,0,0,6,positive
0,-0.174902,-1,-0.174902,0,0,0,0,2,0,0,4,positive
0,0,-1,-1,0,0,0,0,0,1,0,5,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,0,0,5,positive
0,0,-1,-1,1,0,1,0,8,0,0,5,positive
0,0,-1,-1,0,0,0,0,0,0,0,5,negative
0,0,-1,-1,0,0,0,0,0,0,0,4,positive
0,0,-1,-1,0,0,0,0,0,0,0,10,positive
0,-0.056818,-1,-0.056818,1,0,1,0,2,1,0,4,positive
0,0,-1,-1,0,0,0,0,0,0,0,7,positive
0.092586,0,0.092586,-1,0,0,0,0,0,0,0,4,positive
0,-0.114796,-1,-0.114796,1,0,1,0,0,2,0,5,positive
0,-0.192837,-1,-0.192837,0,0,0,0,0,0,0,5,positive
0.204545,0,0.204545,-1,0,0,0,0,10,0,0,5,positive
1.072763,-0.106322,0.268191,-0.035441,4,0,1,0,0,0,0,7,positive
0.746269,-0.22021,0.373134,-0.110105,3,-1,1,-1,2,0,0,4,positive
0.037935,0,0.037935,-1,1,0,1,0,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,0,0,0,9,neutral
0,0,-1,-1,0,0,0,0,0,0,0,10,positive
0.031722,-0.458395,0.031722,-0.229198,2,0,2,0,0,0,0,4,positive
0.242955,-0.192837,0.080985,-0.192837,1,-2,1,-2,0,0,0,4,positive
0,0,-1,-1,1,0,1,0,0,3,0,7,positive
0,0,-1,-1,0,0,0,0,0,0,0,5,neutral
0.75,0,0.75,-1,1,0,1,0,0,0,0,7,positive
0.025826,-0.192837,0.025826,-0.192837,0,0,0,0,2,0,0,5,positive
0,-0.192837,-1,-0.192837,0,0,0,0,2,0,0,1,positive
0,0,-1,-1,1,-1,1,-1,8,0,0,6,positive
0,0,-1,-1,1,0,1,0,2,1,0,4,positive
0,0,-1,-1,1,0,1,0,0,0,0,4,positive
