@relation training_data

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute emotion {positive,neutral,negative}

@data
0.003685,-0.007526,0.003685,-0.007526,0,0,0,0,5,0,0,8,neutral
0.104609,0,0.052304,-1,0,0,0,0,0,0,0,13,neutral
0.037935,0,0.037935,-1,0,0,0,0,0,1,0,9,neutral
0.189686,0,0.063229,-1,0,0,0,0,0,0,0,11,neutral
0.61,-0.003844,0.61,-0.003844,2,0,2,0,0,0,0,5,positive
0.186572,0,0.093286,-1,0,0,0,0,0,0,0,10,neutral
0.151919,-0.051862,0.05064,-0.025931,0,0,0,0,0,0,0,4,neutral
0.110336,-0.517634,0.036779,-0.172545,0,-2,0,-2,0,0,0,13,negative
0.148517,-0.142552,0.074258,-0.142552,2,0,2,0,0,0,0,8,positive
0.14107,-0.045455,0.070535,-0.045455,0,0,0,0,0,0,0,9,positive
0,0,-1,-1,0,-3,0,-1,0,0,0,16,neutral
0.36439,0,0.091098,-1,0,0,0,0,0,0,0,5,neutral
0.031722,-0.027595,0.031722,-0.027595,0,0,0,0,0,0,0,14,neutral
0,-0.007526,-1,-0.007526,0,0,0,0,0,0,0,1,neutral
0.08248,-0.17616,0.08248,-0.04404,0,0,0,0,0,1,0,0,positive
0.654824,-0.007526,0.163706,-0.007526,0,0,0,0,1,1,0,8,positive
0.580973,0,0.193658,-1,2,0,2,0,1,0,0,8,positive
0.35219,-0.119708,0.35219,-0.029927,2,-1,2,-1,0,2,0,7,positive
0.375,0,0.375,-1,1,0,1,0,0,2,0,9,positive
0.041667,-0.395,0.041667,-0.1975,0,0,0,0,0,0,0,4,neutral
0.075835,-0.023844,0.037918,-0.011922,0,0,0,0,0,0,0,12,positive
0,0,-1,-1,2,0,2,0,0,0,0,16,neutral
0.102273,-0.113636,0.102273,-0.113636,0,0,0,0,0,1,0,6,neutral
0.063894,-0.574485,0.031947,-0.287242,0,-1,0,-1,0,0,0,7,positive
0.113636,0,0.113636,-1,0,0,0,0,0,0,0,14,neutral
0,0,-1,-1,0,0,0,0,0,6,0,30,neutral
0.180043,-0.1,0.060014,-0.1,1,0,1,0,1,1,0,7,positive
0,-0.027324,-1,-0.013662,0,0,0,0,0,0,0,6,neutral
0.042407,0,0.021203,-1,1,0,1,0,1,0,0,7,positive
0.693596,-0.60704,0.231199,-0.15176,3,-1,1,-1,0,0,0,2,positive
0.039307,-0.027595,0.039307,-0.027595,1,0,1,0,0,0,0,5,positive
0.417444,-0.625,0.139148,-0.625,0,0,0,0,2,0,0,19,neutral
0.051006,-0.307723,0.025503,-0.102574,2,0,2,0,0,0,0,7,positive
0.056793,-0.422445,0.018931,-0.211223,0,-2,0,-1,0,0,0,10,neutral
0.58492,-0.041667,0.14623,-0.041667,1,0,1,0,0,0,0,11,positive
0.541667,-0.041667,0.541667,-0.041667,0,-1,0,-1,0,0,0,8,positive
0.096413,-0.625,0.032138,-0.625,0,0,0,0,0,0,0,6,neutral
0,-0.067156,-1,-0.033578,1,0,1,0,0,1,0,25,positive
0,-0.252551,-1,-0.252551,0,0,0,0,0,0,0,31,neutral
0.166667,0,0.166667,-1,1,0,1,0,0,0,0,8,positive
0.003685,-0.049193,0.003685,-0.024596,0,0,0,0,0,0,0,3,neutral
0.375,-0.003192,0.375,-0.003192,1,0,1,0,0,0,0,2,neutral
0.12264,0,0.06132,-1,2,0,2,0,0,0,0,12,positive
0.0271,0,0.0271,-1,0,0,0,0,0,0,0,15,neutral
0.093199,-0.041667,0.031066,-0.041667,0,-1,0,-1,0,0,0,9,neutral
0,-0.628844,-1,-0.314422,0,0,0,0,0,0,0,6,neutral
0.831581,-0.01607,0.277194,-0.01607,1,0,1,0,0,0,0,4,positive
0,-0.126974,-1,-0.042325,0,0,0,0,0,0,0,4,neutral
0.5,-0.048074,0.5,-0.024037,1,0,1,0,0,1,0,5,positive
0.100661,0,0.050331,-1,2,0,2,0,0,0,0,7,positive
0,0,-1,-1,0,0,0,0,0,0,0,11,neutral
0.33,0,0.165,-1,0,0,0,0,0,0,0,6,positive
0.710602,-0.007526,0.17765,-0.007526,1,-1,1,-1,0,1,0,7,negative
0.25,-0.085034,0.25,-0.085034,0,-1,0,-1,0,0,0,7,neutral
0.229452,0,0.114726,-1,0,0,0,0,0,1,0,4,neutral
0,-0.001498,-1,-0.001498,0,0,0,0,0,0,0,10,neutral
0.250765,-0.041667,0.083588,-0.041667,0,0,0,0,0,0,0,9,neutral
0.75,-0.017871,0.75,-0.017871,0,0,0,0,0,1,0,2,positive
0.087591,0,0.087591,-1,0,0,0,0,1,0,0,18,neutral
0.063784,0,0.063784,-1,0,0,0,0,0,0,0,9,neutral
0.115418,-0.125,0.057709,-0.125,0,-1,0,-1,0,0,0,8,negative
1.006199,0,0.25155,-1,0,-1,0,-1,0,0,0,9,neutral
0.166667,-0.041667,0.166667,-0.041667,1,-2,1,-2,0,0,0,12,positive
0.770565,-0.027595,0.128428,-0.027595,7,0,1,0,0,0,0,8,positive
1.060582,-0.00051,0.212116,-0.00051,2,0,1,0,0,1,0,2,positive
0.082117,-0.281212,0.082117,-0.070303,4,0,2,0,0,2,0,10,positive
0.2123,0,0.10615,-1,0,0,0,0,0,0,0,8,neutral
0.105853,-0.222273,0.105853,-0.111136,0,0,0,0,0,0,0,5,neutral
0.149449,-0.475947,0.074724,-0.237973,1,0,1,0,0,0,0,8,neutral
0.01607,-0.027595,0.01607,-0.027595,0,0,0,0,2,0,0,14,positive
0.167641,-0.215,0.05588,-0.215,2,0,2,0,0,0,0,11,neutral
0.619545,0,0.309773,-1,1,0,1,0,0,0,0,8,neutral
0.197443,-0.071242,0.098721,-0.035621,0,0,0,0,0,0,0,4,positive
0.246003,0,0.123002,-1,0,0,0,0,0,0,0,5,neutral
0.228015,0,0.114008,-1,0,0,0,0,0,0,0,10,neutral
0.556643,-0.625,0.185548,-0.625,4,0,2,0,0,0,0,10,neutral
0.94094,-0.479623,0.235235,-0.239811,3,-2,1,-1,0,0,0,6,negative
0.054745,0,0.054745,-1,0,-1,0,-1,0,0,0,14,neutral
0.215214,-0.68964,0.043043,-0.22988,0,0,0,0,0,0,0,7,neutral
0.039307,-0.012526,0.039307,-0.006263,0,-1,0,-1,1,0,0,5,positive
0.227466,-0.019185,0.045493,-0.019185,0,0,0,0,1,0,0,3,neutral
0.095786,0,0.047893,-1,0,-1,0,-1,0,2,0,28,neutral
0,-0.042159,-1,-0.042159,0,0,0,0,1,0,0,5,neutral
0.171127,-0.119319,0.085563,-0.119319,0,0,0,0,0,0,0,6,neutral
0.149499,0,0.049833,-1,0,0,0,0,0,0,0,10,neutral
0.137226,0,0.045742,-1,0,-1,0,-1,3,2,2,8,negative
0.050208,-0.006407,0.050208,-0.006407,0,-1,0,-1,0,0,0,11,positive
0.138545,-0.244321,0.034636,-0.12216,0,-3,0,-1,0,0,0,8,positive
0,-0.041667,-1,-0.041667,0,0,0,0,0,0,0,6,neutral
0.017071,-0.033379,0.017071,-0.033379,0,0,0,0,0,1,0,4,positive
0,0,-1,-1,0,0,0,0,0,1,0,23,neutral
0.113214,-0.252628,0.037738,-0.126314,0,0,0,0,0,0,0,6,neutral
0.003685,-0.041667,0.003685,-0.041667,0,0,0,0,2,3,0,7,neutral
0.088956,-0.00219,0.044478,-0.00219,0,0,0,0,0,0,0,6,negative
0,0,-1,-1,3,0,1,0,0,1,0,14,neutral
0.452242,0,0.150747,-1,2,0,1,0,0,1,0,2,positive
0,-0.215,-1,-0.215,0,0,0,0,0,0,0,4,positive
0.232135,-0.068182,0.116067,-0.068182,0,0,0,0,0,0,0,22,neutral
0.126525,-0.133782,0.042175,-0.066891,0,-3,0,-1,0,1,0,6,neutral
0.120349,-0.069262,0.060174,-0.034631,0,-1,0,-1,0,1,0,4,neutral
0,0,-1,-1,0,0,0,0,0,1,0,23,neutral
0.72943,-0.439394,0.364715,-0.146465,3,0,1,0,0,0,0,6,positive
0.110434,-0.041667,0.055217,-0.041667,0,0,0,0,0,2,0,6,neutral
0.135016,-0.067064,0.045005,-0.067064,0,0,0,0,1,1,0,11,neutral
1.010208,0,0.336736,-1,1,-3,1,-1,0,1,0,14,positive
0.179865,0,0.059955,-1,0,-1,0,-1,0,0,0,6,positive
0.065036,0,0.032518,-1,1,0,1,0,0,0,0,9,neutral
1.291544,0,0.258309,-1,1,0,1,0,0,1,0,4,positive
0.083333,-0.208333,0.083333,-0.104167,1,0,1,0,0,1,0,8,positive
0.815228,-0.005,0.203807,-0.005,1,0,1,0,0,0,0,5,positive
0.05102,-0.107526,0.05102,-0.053763,0,0,0,0,0,0,0,3,neutral
0.020626,-0.511364,0.020626,-0.255682,0,0,0,0,1,0,0,13,neutral
0.12264,-0.27212,0.06132,-0.27212,0,0,0,0,0,0,0,7,neutral
0.051359,-0.090909,0.025679,-0.090909,0,-1,0,-1,0,0,0,7,neutral
0,-0.121667,-1,-0.060833,2,0,2,0,1,2,0,12,positive
0.553014,0,0.276507,-1,4,0,2,0,0,5,0,11,positive
0.020375,0,0.020375,-1,0,0,0,0,1,0,0,13,neutral
0.671698,-0.375,0.335849,-0.375,1,0,1,0,0,2,0,8,positive
0.195014,-0.049193,0.065005,-0.024596,0,-1,0,-1,2,0,0,3,negative
0.050208,-0.014226,0.050208,-0.014226,0,0,0,0,0,1,0,15,neutral
0.065183,-0.011289,0.065183,-0.011289,3,0,1,0,0,0,0,14,positive
0.039307,-0.295937,0.039307,-0.295937,0,-1,0,-1,0,0,0,15,negative
0.037819,-0.007526,0.037819,-0.007526,0,0,0,0,0,0,0,12,neutral
0.133888,-0.001974,0.133888,-0.001974,0,0,0,0,0,0,0,6,neutral
0.267519,-0.038371,0.053504,-0.019185,0,0,0,0,3,0,0,10,neutral
0.75,0,0.75,-1,1,0,1,0,0,0,0,13,neutral
0.12,-0.382552,0.12,-0.191276,0,-2,0,-2,0,0,0,3,neutral
0,0,-1,-1,0,0,0,0,0,0,0,13,neutral
0,0,-1,-1,0,0,0,0,0,0,0,5,neutral
0.062266,0,0.031133,-1,0,0,0,0,1,0,0,5,neutral
0.050208,-0.310061,0.050208,-0.15503,3,-2,1,-2,2,1,0,9,neutral
0.052569,0,0.017523,-1,1,0,1,0,1,0,0,10,neutral
0.333333,0,0.333333,-1,1,-3,1,-3,0,3,0,9,positive
0.078723,-0.113636,0.026241,-0.113636,0,0,0,0,0,0,0,12,neutral
0,0,-1,-1,0,0,0,0,0,0,0,9,neutral
0,0,-1,-1,0,0,0,0,0,4,0,13,positive
0.078784,-0.210178,0.039392,-0.070059,0,0,0,0,0,1,0,2,positive
0,-0.032595,-1,-0.016298,0,0,0,0,0,0,0,5,negative
1.015826,-0.068027,0.338609,-0.068027,4,-1,2,-1,0,0,0,7,neutral
1.074618,0,0.214924,-1,2,0,2,0,0,0,0,11,positive
1.242052,0,0.414017,-1,1,0,1,0,0,1,0,8,positive
0.584719,-0.044186,0.116944,-0.044186,0,0,0,0,0,0,0,10,positive
0.13665,-0.099418,0.068325,-0.099418,0,0,0,0,0,3,0,31,positive
0.020375,-0.278403,0.020375,-0.278403,0,-3,0,-1,3,0,0,3,negative
0.36348,-0.310852,0.36348,-0.103617,0,0,0,0,0,0,0,5,negative
0,0,-1,-1,0,0,0,0,0,0,0,19,neutral
0.82,0,0.273333,-1,2,-1,2,-1,0,1,0,8,positive
0.408032,-0.159091,0.102008,-0.159091,0,-3,0,-3,1,0,0,4,neutral
0,-0.26,-1,-0.26,0,0,0,0,1,1,0,14,neutral
0.467283,0,0.233642,-1,2,0,2,0,0,0,0,18,positive
0.06,-0.067526,0.06,-0.033763,0,-1,0,-1,0,0,0,8,neutral
0,-0.142552,-1,-0.142552,0,0,0,0,0,2,0,18,positive
0.394284,-0.200758,0.197142,-0.100379,0,0,0,0,0,0,0,9,neutral
0.362907,-0.034494,0.072581,-0.034494,2,-2,2,-1,0,0,0,7,positive
0.115036,0,0.057518,-1,0,0,0,0,0,0,0,6,neutral
0.188017,-0.051508,0.094008,-0.025754,2,0,2,0,0,2,0,8,positive
0,-0.871797,-1,-0.217949,0,-1,0,-1,0,2,0,2,positive
0.050805,0,0.025402,-1,0,0,0,0,0,0,0,8,positive
0.031722,0,0.031722,-1,0,0,0,0,1,1,0,9,neutral
0.87953,-0.020408,0.219883,-0.020408,0,0,0,0,0,0,0,3,neutral
0.697657,0,0.232552,-1,1,0,1,0,0,2,0,8,positive
0,-0.041667,-1,-0.041667,0,0,0,0,0,0,0,13,positive
0.488262,-0.020339,0.162754,-0.020339,0,0,0,0,0,0,0,9,positive
0.388691,0,0.077738,-1,0,0,0,0,0,0,0,12,neutral
1.070659,-0.092098,0.214132,-0.092098,3,-1,1,-1,0,1,0,7,positive
0.897996,0,0.448998,-1,2,0,2,0,1,0,0,2,positive
0.230585,0,0.076862,-1,0,0,0,0,0,0,0,8,negative
0.070344,-1.195641,0.023448,-0.59782,0,-1,0,-1,0,0,0,2,negative
0.070085,0,0.023362,-1,1,0,1,0,0,0,0,15,neutral
0.069728,-0.25,0.069728,-0.25,0,0,0,0,0,0,0,5,positive
0,0,-1,-1,0,0,0,0,0,7,0,9,positive
0.198358,-0.119319,0.049589,-0.119319,0,0,0,0,0,0,0,9,neutral
0.765,-0.174902,0.3825,-0.174902,2,0,2,0,0,0,0,5,positive
0.190646,0,0.095323,-1,0,0,0,0,0,1,0,13,positive
0.055376,-0.125,0.027688,-0.0625,0,0,0,0,0,0,0,0,neutral
0.212824,-0.063095,0.106412,-0.031548,0,-3,0,-1,0,0,0,15,neutral
0,-0.031318,-1,-0.031318,1,-2,1,-2,0,0,0,37,negative
0.276755,-0.03666,0.092252,-0.01222,2,0,2,0,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,0,0,0,18,neutral
0,0,-1,-1,0,-2,0,-2,0,0,0,3,neutral
0.175462,-0.930641,0.087731,-0.46532,1,-1,1,-1,0,0,0,6,negative
1.292343,0,0.18462,-1,1,-5,1,-2,0,0,0,7,negative
0,0,-1,-1,0,-3,0,-3,0,3,0,7,neutral
0.020382,0,0.020382,-1,0,0,0,0,0,0,0,4,neutral
0.558143,-0.041667,0.186048,-0.041667,0,0,0,0,0,0,0,7,negative
0.069728,0,0.069728,-1,0,-1,0,-1,0,0,0,5,neutral
0.122156,-0.042176,0.030539,-0.021088,0,-1,0,-1,2,0,0,5,neutral
0,0,-1,-1,2,0,2,0,0,1,0,20,neutral
0.045455,0,0.045455,-1,3,0,1,0,0,1,0,9,positive
0.633763,-0.152595,0.633763,-0.076298,6,0,2,0,0,0,0,6,positive
0.331957,0,0.165979,-1,0,0,0,0,0,1,0,8,neutral
0.655835,0,0.163959,-1,3,0,1,0,0,0,0,8,positive
0.715626,-0.146914,0.357813,-0.073457,1,0,1,0,0,0,0,4,positive
0,-0.183942,-1,-0.061314,2,-1,2,-1,0,0,0,11,neutral
0.040336,0,0.040336,-1,0,-1,0,-1,0,0,0,11,neutral
0.037935,0,0.037935,-1,0,0,0,0,0,0,0,11,positive
0.486497,-0.860574,0.081083,-0.215144,0,-2,0,-2,0,0,0,9,negative
0.05102,-0.265114,0.05102,-0.265114,0,0,0,0,0,1,0,19,neutral
0.054745,-0.126956,0.054745,-0.063478,0,0,0,0,0,2,0,7,positive
0,0,-1,-1,0,0,0,0,0,0,0,10,positive
0.081845,0,0.040922,-1,0,0,0,0,0,0,0,11,neutral
0,-0.027595,-1,-0.027595,2,0,2,0,0,4,0,27,positive
0.06,-0.047695,0.06,-0.023847,2,-1,1,-1,0,1,0,16,positive
0.054422,-0.776667,0.018141,-0.258889,0,0,0,0,0,2,0,6,neutral
0,-0.121667,-1,-0.060833,2,0,2,0,0,0,0,6,positive
0.515202,-0.1,0.171734,-0.1,0,-1,0,-1,0,5,0,15,positive
0.626146,-0.207727,0.104358,-0.103864,1,0,1,0,0,0,0,4,positive
0.25,-0.007526,0.25,-0.007526,1,0,1,0,0,0,0,8,neutral
0.120919,-0.306639,0.120919,-0.061328,0,-1,0,-1,0,0,0,5,neutral
0.5,-0.027595,0.5,-0.027595,0,0,0,0,0,0,0,17,neutral
0.077519,-1.343368,0.038759,-0.447789,1,-4,1,-2,0,1,0,10,negative
0.096592,0,0.032197,-1,2,-1,2,-1,0,0,0,9,negative
0.037935,0,0.037935,-1,1,0,1,0,0,0,0,3,positive
0.093784,-0.013686,0.046892,-0.013686,0,-2,0,-2,0,0,0,7,neutral
0.197693,0,0.065898,-1,2,0,2,0,0,5,0,11,positive
0.017071,-0.033379,0.017071,-0.033379,0,0,0,0,0,1,0,10,neutral
0,0,-1,-1,0,0,0,0,0,0,0,15,neutral
0.03532,-0.033036,0.01766,-0.016518,0,0,0,0,0,0,0,7,neutral
0.186102,-0.008363,0.093051,-0.004181,0,0,0,0,0,2,0,14,neutral
0.083333,0,0.083333,-1,0,0,0,0,0,2,0,6,neutral
0.179355,-0.625,0.089678,-0.625,0,0,0,0,0,0,0,3,negative
0.21652,0,0.072173,-1,0,0,0,0,0,1,0,17,neutral
0.177928,-0.047306,0.044482,-0.047306,1,0,1,0,0,0,0,3,neutral
0.672408,0,0.224136,-1,0,-1,0,-1,0,0,0,13,positive
0.169662,-0.75,0.084831,-0.75,0,-1,0,-1,0,0,0,2,negative
0.015,-0.022727,0.015,-0.022727,0,-1,0,-1,0,0,0,7,neutral
0.778333,-0.00219,0.389167,-0.00219,1,0,1,0,0,1,0,7,positive
0.037935,0,0.037935,-1,0,0,0,0,0,0,0,8,neutral
0.129265,-0.097789,0.032316,-0.097789,0,0,0,0,0,0,0,4,neutral
0.120919,0,0.120919,-1,0,0,0,0,0,1,0,8,neutral
0.057072,0,0.028536,-1,0,0,0,0,0,0,0,9,positive
0.068182,0,0.068182,-1,1,0,1,0,0,0,0,21,positive
0.037935,-0.1,0.037935,-0.1,1,0,1,0,0,10,0,6,positive
0.765662,0,0.255221,-1,1,0,1,0,0,0,0,9,positive
0.050462,-0.670455,0.050462,-0.335227,0,-2,0,-2,0,0,0,5,positive
0.120919,0,0.120919,-1,0,0,0,0,0,0,0,28,neutral
0,0,-1,-1,0,0,0,0,0,10,0,31,neutral
0.091875,0,0.045937,-1,1,-1,1,-1,0,0,0,11,positive
0.245165,0,0.061291,-1,0,0,0,0,0,0,0,10,positive
0.083333,0,0.083333,-1,0,0,0,0,0,0,0,11,neutral
0.436754,-1.282771,0.218377,-0.42759,1,-6,1,-2,0,0,0,7,neutral
0.238636,0,0.238636,-1,0,0,0,0,0,0,0,18,neutral
0.25,-0.027595,0.25,-0.027595,0,-1,0,-1,0,0,0,6,neutral
0.187049,-0.114716,0.06235,-0.038239,0,0,0,0,0,1,0,1,neutral
0.968521,-0.086329,0.24213,-0.028776,2,0,2,0,0,0,0,3,positive
0.003449,0,0.003449,-1,0,0,0,0,0,2,0,20,neutral
0,-0.570641,-1,-0.570641,0,-1,0,-1,0,0,0,2,negative
0.995919,0,0.331973,-1,0,0,0,0,0,0,0,5,positive
0.083333,0,0.083333,-1,0,0,0,0,0,0,0,9,neutral
0.048543,0,0.024271,-1,0,0,0,0,0,2,0,10,positive
0,-0.75,-1,-0.75,0,0,0,0,1,2,0,7,neutral
0.359171,-0.02549,0.119724,-0.02549,3,0,1,0,0,0,0,8,positive
0.143011,0,0.071506,-1,0,0,0,0,0,0,0,27,neutral
0.637554,-0.65714,0.212518,-0.32857,1,0,1,0,0,1,0,14,positive
0.085495,-0.102088,0.028498,-0.051044,0,0,0,0,0,0,0,3,neutral
0.010722,-0.053199,0.010722,-0.026599,0,-1,0,-1,0,0,0,5,negative
0.911616,0,0.303872,-1,0,0,0,0,0,0,0,6,neutral
0.334914,-0.133689,0.083729,-0.044563,0,0,0,0,0,0,0,6,neutral
0,-0.007526,-1,-0.007526,0,0,0,0,0,0,0,4,neutral
0.047726,-0.001974,0.023863,-0.001974,1,0,1,0,0,1,0,4,neutral
0.020272,-0.255,0.020272,-0.1275,1,-2,1,-2,0,2,0,10,neutral
0.039307,-0.253106,0.039307,-0.084369,0,0,0,0,0,0,0,16,neutral
0.26868,-0.159091,0.06717,-0.159091,3,-1,1,-1,0,1,0,5,neutral
0.168367,0,0.168367,-1,3,0,1,0,0,5,0,16,positive
1.648942,0,0.549647,-1,1,-1,1,-1,0,0,0,5,positive
0.056847,-0.049688,0.056847,-0.024844,2,0,2,0,0,0,0,15,neutral
0.050028,-0.001974,0.025014,-0.001974,2,0,1,0,0,5,0,31,positive
0.119314,-0.007526,0.059657,-0.007526,0,0,0,0,0,0,0,5,neutral
0.193582,-0.142552,0.096791,-0.142552,0,0,0,0,0,0,0,7,neutral
0.03,0,0.015,-1,0,0,0,0,0,0,0,8,neutral
0.121452,-0.083333,0.060726,-0.083333,0,0,0,0,0,1,0,5,negative
1.375,-0.1,0.458333,-0.1,1,0,1,0,0,0,0,11,positive
0.47,-1.049242,0.47,-0.524621,0,-5,0,-2,0,0,0,9,negative
0.25,-0.069262,0.25,-0.034631,0,-2,0,-2,3,0,0,5,negative
0.109952,-0.061667,0.036651,-0.030833,0,0,0,0,0,0,0,13,neutral
0,0,-1,-1,1,0,1,0,0,0,0,13,neutral
0.072993,0,0.072993,-1,0,0,0,0,0,0,0,11,neutral
0.803346,-0.182567,0.401673,-0.091284,4,0,2,0,0,1,0,8,positive
0.094051,-0.027595,0.047026,-0.027595,0,0,0,0,1,0,0,16,neutral
0.234555,-0.420068,0.117277,-0.420068,1,-1,1,-1,1,1,0,9,negative
0,0,-1,-1,0,0,0,0,0,0,0,14,neutral
0.053064,-0.105416,0.026532,-0.026354,0,0,0,0,0,0,0,8,neutral
0,0,-1,-1,0,0,0,0,0,0,0,6,positive
0.983471,-0.001974,0.327824,-0.001974,1,0,1,0,0,1,0,4,positive
0,-0.187338,-1,-0.062446,0,0,0,0,0,0,0,20,neutral
0.041667,0,0.041667,-1,1,0,1,0,2,1,0,10,positive
1,-0.75,1,-0.75,4,-3,2,-3,0,0,0,6,positive
0.705965,-0.05359,0.141193,-0.026795,4,0,2,0,0,0,0,7,positive
0.108955,-0.111494,0.021791,-0.055747,0,-1,0,-1,0,0,0,8,positive
0.015,0,0.015,-1,3,0,1,0,0,0,0,13,neutral
0.204545,-0.036375,0.204545,-0.018188,0,0,0,0,0,1,0,5,neutral
0.771803,-0.041667,0.257268,-0.041667,3,0,1,0,0,0,0,5,positive
0.127412,0,0.127412,-1,2,0,2,0,0,0,0,11,positive
0,0,-1,-1,0,-1,0,-1,0,0,0,17,neutral
0.127771,-0.041667,0.04259,-0.041667,0,0,0,0,0,0,0,5,negative
0.00737,-0.644185,0.003685,-0.322093,0,-1,0,-1,0,0,0,6,negative
0.079184,-0.192156,0.039592,-0.096078,0,-1,0,-1,0,1,0,17,neutral
0.127412,0,0.127412,-1,0,-1,0,-1,0,0,0,13,positive
0,-0.049193,-1,-0.024596,0,0,0,0,1,0,0,3,neutral
0.796832,-0.113482,0.199208,-0.056741,2,-1,2,-1,0,0,0,6,positive
0,0,-1,-1,0,0,0,0,0,0,0,14,neutral
0.762236,-0.016465,0.190559,-0.008233,2,0,1,0,0,0,0,4,positive
0.99539,-0.001956,0.331797,-0.001956,3,-2,1,-1,0,0,0,6,positive
0.181114,-0.086892,0.181114,-0.043446,0,0,0,0,0,0,0,8,neutral
0.029129,-0.113636,0.014565,-0.113636,0,0,0,0,0,0,0,10,neutral
0,0,-1,-1,0,0,0,0,0,0,0,11,neutral
0.061191,-0.185814,0.030596,-0.092907,1,0,1,0,0,0,0,5,positive
0.992488,-1.376974,0.248122,-0.458991,1,0,1,0,0,3,0,4,positive
0.058571,-0.117216,0.019524,-0.117216,0,0,0,0,0,0,0,2,negative
0.166718,0,0.083359,-1,0,0,0,0,0,0,0,10,neutral
0.15787,-0.028849,0.052623,-0.028849,0,0,0,0,0,0,0,9,neutral
0.849169,-0.713972,0.169834,-0.356986,1,0,1,0,0,0,0,4,negative
0.04149,0,0.04149,-1,0,0,0,0,0,0,0,13,neutral
0.258474,-0.057424,0.064619,-0.057424,0,-2,0,-2,0,0,0,8,positive
0.156722,-0.053113,0.078361,-0.017704,0,-4,0,-1,0,1,0,12,negative
0.285109,-0.315,0.071277,-0.1575,0,0,0,0,0,1,0,5,positive
0.039307,0,0.039307,-1,0,0,0,0,0,0,0,6,neutral
0,-0.03,-1,-0.03,2,0,2,0,1,0,0,10,neutral
0.076267,0,0.019067,-1,0,0,0,0,0,0,0,11,neutral
0.037935,-0.160986,0.037935,-0.080493,0,0,0,0,0,0,0,0,positive
0,-0.103756,-1,-0.034585,1,-1,1,-1,0,0,0,12,neutral
0.010722,-0.15,0.010722,-0.15,0,0,0,0,0,0,0,3,neutral
0.22584,0,0.07528,-1,1,0,1,0,0,1,0,15,positive
0,0,-1,-1,0,0,0,0,0,0,0,10,neutral
0.141929,-0.252066,0.070965,-0.126033,0,-3,0,-3,0,0,0,2,negative
0,-0.017247,-1,-0.017247,0,0,0,0,0,1,0,9,neutral
0,-0.146914,-1,-0.073457,0,0,0,0,0,0,0,9,neutral
0,0,-1,-1,0,0,0,0,0,0,0,23,neutral
0.768248,-0.035121,0.384124,-0.017561,4,0,2,0,0,2,0,5,positive
0.178017,-0.006115,0.059339,-0.006115,0,0,0,0,0,4,0,9,positive
0.697758,-0.009024,0.09968,-0.004512,2,0,2,0,0,0,0,7,neutral
0.138686,-0.625,0.069343,-0.625,0,0,0,0,0,0,0,3,neutral
0.269377,-0.022727,0.067344,-0.022727,1,0,1,0,0,2,0,7,positive
0.109034,-0.337121,0.054517,-0.168561,1,-1,1,-1,0,0,0,10,neutral
0.550406,-0.230248,0.275203,-0.076749,1,0,1,0,0,0,0,23,positive
0,-0.048003,-1,-0.024002,0,0,0,0,1,0,0,5,neutral
0.200404,-0.119319,0.100202,-0.119319,1,0,1,0,1,0,0,4,positive
0.291007,-0.125,0.097002,-0.0625,2,0,1,0,0,0,0,3,positive
0.37415,0,0.37415,-1,2,0,2,0,0,2,0,7,positive
0.120919,-0.041667,0.120919,-0.041667,0,0,0,0,1,0,0,4,positive
0.090909,-0.013933,0.090909,-0.006967,0,0,0,0,0,0,0,8,neutral
0.125,-0.005,0.125,-0.005,0,0,0,0,1,0,0,16,neutral
0.077236,-0.030253,0.038618,-0.015127,0,-2,0,-2,0,0,0,12,neutral
0,-0.03,-1,-0.03,0,0,0,0,0,0,0,16,negative
0.032313,-0.007526,0.032313,-0.007526,0,0,0,0,1,0,0,6,neutral
0.166667,-0.121667,0.083333,-0.060833,2,0,2,0,0,1,0,3,positive
0.205119,0,0.205119,-1,1,-1,1,-1,0,0,0,5,neutral
0.112299,0,0.05615,-1,0,0,0,0,0,0,0,9,positive
0,0,-1,-1,0,-1,0,-1,0,0,0,3,neutral
0.000394,-0.383244,0.000394,-0.191622,0,0,0,0,0,1,0,5,neutral
0.041667,-0.018248,0.041667,-0.018248,0,0,0,0,0,0,0,5,neutral
0.586531,0,0.19551,-1,2,0,2,0,0,0,0,5,positive
0,-0.019185,-1,-0.019185,0,-2,0,-2,4,0,0,3,negative
0.039307,0,0.039307,-1,1,0,1,0,0,0,0,7,positive
0.039307,-0.784091,0.039307,-0.392045,0,-3,0,-1,0,0,0,43,negative
0.770375,0,0.385187,-1,0,0,0,0,0,0,0,6,positive
0.286667,0,0.095556,-1,0,-1,0,-1,0,0,0,3,neutral
0.000533,-0.215,0.000533,-0.215,0,0,0,0,2,0,0,3,negative
1.125778,0,0.281444,-1,2,0,1,0,0,0,0,4,positive
0.017519,-0.417883,0.017519,-0.417883,3,0,1,0,0,5,0,10,positive
